"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"RG01_CP"	"RG01"	"RG02_CP"	"RG02x01"	"RG02x02"	"TR03_01"	"TR03_01a"	"TR03_02"	"TR03_02a"	"TR03_03"	"TR03_03a"	"TR03_04"	"TR03_04a"	"TR03_05"	"TR03_05a"	"TR03_06"	"TR03_06a"	"TR03_07"	"TR03_07a"	"TR03_08"	"TR03_08a"	"TR03_09"	"TR03_09a"	"TR03_10"	"TR03_10a"	"TR03_11"	"TR03_11a"	"TR03_12"	"TR03_12a"	"TR03_13"	"TR03_13a"	"TR03_14"	"TR03_14a"	"TR03_15"	"TR03_15a"	"TR03_16"	"TR03_16a"	"TR03_17"	"TR03_17a"	"TR03_18"	"TR03_18a"	"TR03_19"	"TR03_19a"	"TR03_20"	"TR03_20a"	"TR03_21"	"TR03_21a"	"TR03_22"	"TR03_22a"	"TR03_23"	"TR03_23a"	"TR03_24"	"TR03_24a"	"TR03_25"	"TR03_25a"	"TR03_26"	"TR03_26a"	"TR03_27"	"TR03_27a"	"TR03_28"	"TR03_28a"	"TR03_29"	"TR03_29a"	"TR03_30"	"TR03_30a"	"TR03_31"	"TR03_31a"	"TR03_32"	"TR03_32a"	"TR03_33"	"TR03_33a"	"TR03_34"	"TR03_34a"	"TR03_35"	"TR03_35a"	"TR03_36"	"TR03_36a"	"TR03_37"	"TR03_37a"	"TR03_38"	"TR03_38a"	"TR03_39"	"TR03_39a"	"TR03_40"	"TR03_40a"	"TR04_01"	"TR04_01a"	"TR04_02"	"TR04_02a"	"TR04_03"	"TR04_03a"	"TR04_04"	"TR04_04a"	"TR04_05"	"TR04_05a"	"TR04_06"	"TR04_06a"	"TR04_07"	"TR04_07a"	"TR04_08"	"TR04_08a"	"TR04_09"	"TR04_09a"	"TR04_10"	"TR04_10a"	"TR04_11"	"TR04_11a"	"TR04_12"	"TR04_12a"	"TR04_13"	"TR04_13a"	"TR04_14"	"TR04_14a"	"TR04_15"	"TR04_15a"	"TR04_16"	"TR04_16a"	"TR04_17"	"TR04_17a"	"TR04_18"	"TR04_18a"	"TR04_19"	"TR04_19a"	"TR04_20"	"TR04_20a"	"TR04_21"	"TR04_21a"	"TR04_22"	"TR04_22a"	"TR04_23"	"TR04_23a"	"TR04_24"	"TR04_24a"	"TR04_25"	"TR04_25a"	"TR04_26"	"TR04_26a"	"TR04_27"	"TR04_27a"	"TR04_28"	"TR04_28a"	"TR04_29"	"TR04_29a"	"TR04_30"	"TR04_30a"	"TR04_31"	"TR04_31a"	"TR04_32"	"TR04_32a"	"TR04_33"	"TR04_33a"	"TR04_34"	"TR04_34a"	"TR04_35"	"TR04_35a"	"TR04_36"	"TR04_36a"	"TR04_37"	"TR04_37a"	"TR04_38"	"TR04_38a"	"TR04_39"	"TR04_39a"	"TR04_40"	"TR04_40a"	"DM06"	"DM02"	"DM03"	"DM05"	"DM07"	"DM07_01"	"DM09_01"	"DM09_02"	"DM09_03"	"DM10"	"DM11_01"	"IV01_RV1"	"IV01_RV2"	"IV01_RV3"	"IV02_01"	"IV02_02"	"IV02_03"	"IV02_04"	"IV04_01"	"IV04_02"	"IV04_03"	"IV04_04"	"IV04_05"	"IV04_06"	"IV04_07"	"IV04_08"	"IV04_09"	"IV04_10"	"IV04_11"	"IV04_12"	"IV04_13"	"IV04_14"	"IV04_15"	"IV04_16"	"IV04_17"	"IV04_18"	"IV04_19"	"IV04_20"	"IV04_21"	"IV04_22"	"IV04_23"	"IV04_24"	"IV04_25"	"IV04_26"	"IV04_27"	"IV04_28"	"IV04_29"	"IV04_30"	"IV04_31"	"IV04_32"	"IV04_33"	"IV04_34"	"IV04_35"	"IV04_36"	"IV04_37"	"IV04_38"	"IV04_39"	"IV04_40"	"IV06_01"	"IV06_02"	"IV06_03"	"IV06_04"	"IV06_05"	"IV06_06"	"IV06_07"	"IV06_08"	"IV06_09"	"IV06_10"	"IV06_11"	"IV06_12"	"IV06_13"	"IV06_14"	"IV06_15"	"IV06_16"	"IV06_17"	"IV06_18"	"IV06_19"	"IV06_20"	"IV06_21"	"IV06_22"	"IV06_23"	"IV06_24"	"IV06_25"	"IV06_26"	"IV06_27"	"IV06_28"	"IV06_29"	"IV06_30"	"IV06_31"	"IV06_32"	"IV06_33"	"IV06_34"	"IV06_35"	"IV06_36"	"IV06_37"	"IV06_38"	"IV06_39"	"IV06_40"	"IV07_01"	"IV07_02"	"IV07_03"	"IV07_04"	"IV07_05"	"IV08_01"	"IV09_01"	"DV01_01"	"DV01_02"	"DV01_03"	"DV01_04"	"DV02"	"TIME001"	"TIME002"	"TIME003"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"	"DEG_TIME"
446			"base"	"interview"	2022-05-05 10:41:43	155	2	242	2	2																																																																																	1	7981	1	3195	1	8253	1	2455	1	1933	1	1287	1	1782	1	2040	1	1874	1	2618	2	1475	1	1126	2	1591	2	1988	2	1803	2	1220	2	1612	1	2101	1	1814	1	1274	1	1489	2	1289	1	3101	1	1008	2	1107	1	1146	1	873	1	1070	1	1881	2	942	1	3599	2	956	2	2978	1	1073	1	1175	1	1064	2	890	1	1192	1	998	1	1938	2	5	1	-9	1	T	6	9	9	1		"5c437f6a4fe4f800016e3d52"	"62568ea59b5810abee6bd150"	"62738dc4be6a289ecf6f3151"	"0000011001100001000000000010010011100101"	"0111001111011101011111101011011110010111"	"0111011101110011011010111111101110001111"	"0011101000010111000010000000001100000001"	"3"	"4"	"4"	"4"	"1"	"2"	"4"	"2"	"2"	"2"	"1"	"4"	"1"	"1"	"3"	"1"	"3"	"4"	"2"	"3"	"4"	"1"	"2"	"2"	"1"	"3"	"4"	"1"	"3"	"1"	"3"	"4"	"3"	"2"	"4"	"2"	"2"	"1"	"3"	"3"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"330"	"60"	"180"	"195"	"195"	"3444124222141131342341221341313432422133"	"1.1725"	44	78	26	44	4	77	12	50	12	20	7			106	79	16	60	7	34	113	6	599		2022-05-05 10:51:43	T	F	16	16	4	2	1.14	14
447			"base"	"interview"	2022-05-05 10:41:44	154	2	245	2	2																																																																																	2	5905	1	4693	2	3639	1	2376	1	3760	2	3743	2	3763	2	1525	1	1365	2	2141	2	3855	1	1698	1	1838	2	1624	2	1834	2	1030	1	1540	1	1523	1	1391	2	2482	2	3564	1	4060	1	1531	2	1119	1	1210	2	1833	1	1606	2	1398	2	4303	2	993	1	1144	1	1182	1	1357	1	1255	2	1028	1	2606	1	1648	1	2806	2	1692	1	2217	2	7	2	84	1	T	6	9	9	1		"5e82728e52edfd0e00bf580c"	"62568ea59b5810abee6bd150"	"62738dc4131a6fc5ad7fb771"	"0100001001001011010100010100000000000101"	"0111110111111101001111011011010101001111"	"1111111101111110101101011111100001000111"	"0101000110100101001000011000001000010000"	"4"	"3"	"4"	"2"	"1"	"2"	"2"	"4"	"3"	"3"	"2"	"1"	"1"	"1"	"4"	"4"	"1"	"2"	"3"	"3"	"4"	"2"	"2"	"2"	"1"	"4"	"1"	"4"	"2"	"4"	"1"	"3"	"3"	"3"	"4"	"2"	"1"	"3"	"3"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"355"	"165"	"120"	"180"	"0"	"4342122433211144123342221414241333421331"	"1.19125"	81	81	51	21	2	39	42	67	21	22	18			116	81	34	58	13	61	27	4	603		2022-05-05 10:51:48	T	F	16	16	2	1	0.93	7
448			"base"	"interview"	2022-05-05 10:41:46	151	1	248	1	2	3	5347	1	4033	1	9208	1	1325	4	5727	2	2016	3	926	1	802	1	828	2	1369	1	656	1	964	4	1896	1	1137	1	987	1	925	4	978	1	1093	1	851	4	601	1	978	1	904	1	550	1	723	1	2164	4	755	1	817	3	738	1	1291	2	765	1	866	3	798	1	896	1	847	1	1146	4	1570	1	1206	4	662	1	1019	1	2012																																																																																	2	9	1	-9	1	T	6	9	9	1		"5fa868c7f98e2a6e8fd9db34"	"62568ea59b5810abee6bd150"	"62738dbc29eee154929e3d49"	"0010000010110010001010000010100010011000"	"1110111111111011110010101011100001111110"	"1000001100000001010000110001100010000101"	"0101011000111111111010111001111101011111"	"3"	"1"	"1"	"1"	"4"	"2"	"3"	"1"	"1"	"2"	"1"	"1"	"4"	"1"	"1"	"1"	"4"	"1"	"1"	"4"	"1"	"1"	"1"	"1"	"1"	"4"	"1"	"3"	"1"	"2"	"1"	"3"	"1"	"1"	"1"	"4"	"1"	"4"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"330"	"510"	"90"	"120"	"150"		"1.1725"	71	29	35	44	1	25	35	93	13	33	22	93	78			31	19	11	45	38	3	539		2022-05-05 10:50:45	T	F	16	16	4	2	1.01	8
449			"base"	"interview"	2022-05-05 10:41:50	152	2	233	2	1																																																																																	1	5742	2	5910	1	2075	1	2305	1	2309	1	2550	1	2785	1	18272	2	5086	2	2718	1	2172	1	1554	1	2091	2	1459	2	1811	2	4571	1	1846	2	1282	2	1583	2	4466	2	1310	1	1406	1	1668	1	2756	1	1965	2	2221	2	1579	1	1197	2	1973	1	1548	1	2859	2	2681	2	2062	1	2121	2	2488	1	3593	1	376	1	2750	1	2931	2	4551	2	8	2	97	1	T	6	9	9	1	"No"	"60ffd560f4f85a1f212d5ab8"	"62568ea59b5810abee6bd150"	"62738db874e3babaef47aa13"	"1111011111110111101001110101101001111001"	"0100100001000011000011010001010000010100"	"1101111101101101111111011100000011011111"	"0010011000000000100100001001010100011100"	"3"	"2"	"3"	"3"	"3"	"1"	"2"	"1"	"4"	"4"	"2"	"1"	"3"	"1"	"3"	"2"	"1"	"3"	"2"	"3"	"1"	"2"	"2"	"3"	"2"	"2"	"4"	"3"	"4"	"4"	"4"	"1"	"1"	"4"	"4"	"1"	"4"	"1"	"4"	"2"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"365"	"150"	"90"	"135"	"120"	"3233312144213132132312232243444114414142"	"1.19875"	51	49	49	48	3	29	27	62	11	19	14			144	90	11	33	12	25	17	3	497		2022-05-05 10:50:07	T	F	16	16	0	0	1.25	17
450			"base"	"interview"	2022-05-05 10:41:57	156	2	249	1	2																																																																																	1	71081	1	3632	2	2455	2	4571	2	5145	1	3571	2	3419	2	5033	1	3608	1	4333	1	1675	2	2286	2	1788	1	2344	1	2246	2	2047	1	2171	2	2254	1	3165	1	2354	2	2586	1	1488	2	2660	1	2661	1	3443	1	5023	2	1662	1	1870	2	1784	1	3207	1	7773	1	1661	2	2568	1	2307	1	1150	1	1397	2	1028	2	964	1	1285	1	1168	2	7	1	99	1	T	6	9	9	1	"I couldn't choose my country of residence (South Africa) because the list only ends at Lesotho. So I chose Lesotho. All in all,  really loved the study. I like the bargaining studies. "	"6115167dfbe87f3b0d33ea0b"	"62568ea59b5810abee6bd150"	"62738d5042128729c9e90819"	"0111110000010010000101010000000110000000"	"0110011111100111101111110111010111001101"	"0000011011110000010000000000100001110010"	"0111111111111100111010011110110010001111"	"2"	"2"	"2"	"4"	"2"	"3"	"2"	"4"	"3"	"1"	"1"	"3"	"2"	"2"	"1"	"2"	"1"	"4"	"1"	"4"	"4"	"1"	"4"	"3"	"3"	"2"	"1"	"4"	"1"	"4"	"4"	"3"	"3"	"4"	"3"	"3"	"1"	"1"	"3"	"2"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"310"	"90"	"150"	"195"	"135"	"2224232431132212141441433214144334331132"	"1.1575"	90	32	61	25	1	77	18	71	18	15	19			215	127	27	29	12	47	150	5	830		2022-05-05 10:55:47	T	F	16	16	0	0	0.83	4
452			"base"	"interview"	2022-05-05 10:42:08	154	1	252	1	2	3	10072	1	7853	2	7973	2	2702	4	2703	4	2130	2	1922	1	1432	3	1339	3	3724	4	3755	2	1209	2	1320	2	1332	3	3283	1	941	1	1155	1	1042	1	858	1	806	1	1323	1	450	1	1381	1	1381	1	549	1	1524	1	1922	1	1396	1	1307	1	1705	1	1550	1	1204	1	1641	1	1544	1	1368	1	1366	4	961	3	1027	2	1345	1	957																																																																																	2	10	2	99	1	T	9	9	9	1	"I felt like I knew I had to choose Person D all over again but I kept choosing other participants despite them walking away , I was hoping they would return the  coins but They didn't but I still kept giving them a chance."	"615afde5191d9fec2d471954"	"62568ea59b5810abee6bd150"	"62738dbe911a38990fa06247"	"0001000010110000000100000001011100100011"	"1101110001011111111101001110111111100101"	"0010100111010010001000000111000000000100"	"1110101100011101111011011111011110100111"	"3"	"1"	"2"	"2"	"4"	"4"	"2"	"1"	"3"	"3"	"4"	"2"	"2"	"2"	"3"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"4"	"3"	"2"	"1"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"330"	"450"	"180"	"135"	"105"		"1.1725"	101	31	11	48	1	27	48	134	16	19	18	150	156			20	41	12	21	171	7	840		2022-05-05 10:56:08	T	F	16	16	0	0	0.81	3
453			"base"	"interview"	2022-05-05 10:42:11	155	1	247	1	1	1	16394	3	7373	1	3827	3	3764	1	1898	1	1441	3	1686	3	1545	3	1432	1	2634	3	1410	3	1208	3	1231	3	1290	3	1469	3	1338	3	1303	3	1378	3	1122	3	1275	3	1301	3	1187	3	1289	3	1275	3	1231	3	1140	3	931	3	941	1	1206	1	1011	3	1219	3	1130	3	1142	3	1212	1	1628	3	1160	3	1227	3	1198	3	1296	3	1406																																																																																	2	8	2	17	1	T	6	9	9	1		"6106f87b5b80e1efc80edddf"	"62568ea59b5810abee6bd150"	"62738da6a9f5af027104e8b4"	"1010111111111011110011101000111110110101"	"0110100000001100001001010100000110010000"	"1001110000000000011010000001110000010001"	"1001111111111111001011101101110100111010"	"1"	"3"	"1"	"3"	"1"	"1"	"3"	"3"	"3"	"1"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"1"	"1"	"3"	"3"	"3"	"3"	"1"	"3"	"3"	"3"	"3"	"3"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"1"	"330"	"210"	"0"	"660"	"0"		"1.1725"	29	9	75	1	3	41	11	81	17	18	23	118	94			25	62	23	37	71	9	624		2022-05-05 10:52:41	T	F	16	16	2	1	0.87	5
454			"base"	"interview"	2022-05-05 10:42:12	159	2	258	1	1																																																																																	1	36503	2	2327	1	2450	1	3953	1	2864	1	2349	2	559	1	667	2	1336	2	1718	2	1366	1	1388	2	1703	2	999	2	2900	2	1441	2	1239	1	3392	2	1007	2	960	2	1150	2	1582	2	1992	2	1076	2	991	2	1471	2	1919	2	1909	2	1494	2	3535	2	11877	1	1830	2	1355	2	1739	2	1165	2	1436	2	1237	2	1084	2	850	2	2167	2	12	1	68	1	T	6	9	9	1		"5c87d68fe5bc060001ee8498"	"62568ea59b5810abee6bd150"	"62738dc3f4922a5416ff615c"	"0011100101011111111010101111111011010111"	"1000101000010110000000010001101000100100"	"1010000100001100110001011000000000100001"	"0101011111111100111110111101110101100011"	"1"	"4"	"1"	"2"	"2"	"1"	"2"	"1"	"3"	"1"	"3"	"4"	"2"	"3"	"4"	"3"	"4"	"4"	"3"	"2"	"3"	"1"	"3"	"1"	"2"	"2"	"2"	"3"	"1"	"1"	"2"	"3"	"1"	"3"	"2"	"4"	"4"	"4"	"4"	"4"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"355"	"105"	"60"	"30"	"30"	"1412212131342343443231312223112313244444"	"1.19125"	1	21	21	41	4	105	14	131	27	20	14			150	78	12	52	6	45	16	7	606		2022-05-05 10:53:29	T	F	16	16	2	1	1.11	20
455			"base"	"interview"	2022-05-05 10:42:21	158	2	244	1	2																																																																																	1	4827	1	3704	1	2515	2	2339	1	2123	1	2085	2	2318	1	1379	2	1817	1	1710	1	1748	1	2128	2	1482	2	2203	2	2548	1	1112	1	1274	2	2158	1	2422	2	1734	2	1731	1	1066	2	1433	2	1341	1	55546	1	2007	1	1336	1	1190	1	653	1	713	2	989	2	1353	2	1012	1	1162	1	853	2	716	2	827	2	701	1	1237	1	1062	2	25	1	76	1	T	6	5	9	1		"615bec458cec2dc8964279c7"	"62568ea59b5810abee6bd150"	"62738d8f7f5d16bd699f46ca"	"0100010111010000000000010100000101000110"	"0110111111111001000110110011101111011111"	"1111000101001010000100000000000100010100"	"0100111000111011110110111001111111011111"	"2"	"3"	"2"	"4"	"2"	"2"	"4"	"1"	"2"	"4"	"1"	"1"	"4"	"4"	"2"	"3"	"1"	"2"	"1"	"4"	"1"	"3"	"1"	"1"	"4"	"3"	"3"	"1"	"2"	"4"	"3"	"3"	"3"	"3"	"1"	"2"	"3"	"4"	"4"	"2"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"350"	"150"	"150"	"135"	"75"	"2324224124114423121413114331243333123442"	"1.1875"	63	34	65	58	3	67	10	24	14	23	15			144	90	10	21	10	22	17	2	469		2022-05-05 10:50:11	T	F	16	16	2	1	1.5	31
456			"base"	"interview"	2022-05-05 10:44:35	161	1	262	2	2	1	30926	1	7732	1	3597	4	2191	1	3341	1	4555	1	2609	4	1694	1	3316	1	2346	2	3964	3	5518	2	2359	1	2822	1	2332	1	4985	2	2628	3	3455	3	2207	1	2946	1	2434	2	1663	1	5896	1	8081	2	1817	2	1732	2	2082	1	2705	1	4432	1	2228	1	2759	1	2230	2	9791	1	2196	1	1697	1	3062	2	1611	1	2130	1	1942	1	2726																																																																																	2	8	1	99	1	T	9	9	9	1	"No."	"6140ce597b9f121e7170511f"	"62568ea59b5810abee6bd150"	"62738d990ed796346e003949"	"1100001000000000000010000101110100010110"	"1010110101100101011111101011011101111111"	"1001111101101011111001001111110110111011"	"0000100000000000100000111000010011001111"	"1"	"1"	"1"	"4"	"1"	"1"	"1"	"4"	"1"	"1"	"2"	"3"	"2"	"1"	"1"	"1"	"2"	"3"	"3"	"1"	"1"	"2"	"1"	"1"	"2"	"2"	"2"	"1"	"1"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"435"	"480"	"135"	"90"	"60"		"1.25125"	92	63	13	5	1	36	51	61	28	23	34	218	171			20	46	13	14	90	5	687		2022-05-05 10:58:06	T	F	16	16	0	0	0.82	5
457			"base"	"interview"	2022-05-05 10:44:47	161	2	266	1	1																																																																																	1	6396	1	4849	2	4567	2	5034	1	7080	2	4094	2	3608	2	5058	1	3913	1	5805	2	2852	1	2921	2	2383	2	3230	2	2537	2	4329	1	4518	1	6286	1	4222	1	2896	1	3562	2	2939	1	4274	2	5318	1	7012	2	3797	2	2264	1	2568	1	4621	1	3671	2	3223	2	2252	2	2765	2	2013	2	2107	1	3305	1	4340	1	2878	1	2110	2	4837	2	3	2	99	1	T	6	9	9	1	"My country of residence was not listed (South Africa) so I chose Lesotho because Lesotho is a landlocked country in South Africa where I live. I chose Lesotho to give you a better idea of where I live, region-wise. Please do not reject my study because I chose Lesotho as an option. Kind regards"	"5fd3a666364e0c05179d5d5b"	"62568ea59b5810abee6bd150"	"62738d8c8948b99f6e1e31fc"	"1100111100111111111011101001100011011111"	"1000001000000001001110101000001000011001"	"1010010000001000000001000001001111100001"	"0101101001001111101010111111110111110111"	"3"	"2"	"2"	"1"	"1"	"2"	"4"	"2"	"1"	"1"	"1"	"4"	"1"	"4"	"2"	"1"	"1"	"4"	"3"	"3"	"1"	"4"	"2"	"4"	"3"	"2"	"2"	"4"	"4"	"3"	"3"	"3"	"2"	"3"	"3"	"4"	"3"	"4"	"2"	"1"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"1"	"0"	"1"	"335"	"135"	"90"	"120"	"120"	"3221124211141421143314243224433323343421"	"1.17625"	73	95	84	56	4	36	48	76	15	28	29			209	167	18	63	9	33	269	6	804		2022-05-05 11:01:35	T	F	16	16	0	0	0.73	1
458			"base"	"interview"	2022-05-05 10:48:47	163	2	267	2	1																																																																																	1	9773	1	4038	2	2274	1	4759	2	4540	1	4789	2	3186	1	2329	1	1789	1	6193	1	2422	2	1742	2	2035	2	2495	1	1540	2	4796	2	4411	2	1775	2	2095	1	1598	1	1790	1	2594	1	2220	2	1851	2	1528	2	1483	1	1765	2	1435	1	1912	2	1451	1	1303	1	1474	1	1427	2	1300	1	2753	1	3530	2	1679	2	1510	2	1285	1	1704	2	5	2	17	1	T	6	9	9	1		"6160aa9af2b8b06b49e96efe"	"62568ea59b5810abee6bd150"	"62738ce7069b197c0685f8ca"	"1111011001110011110110110011111100111011"	"1001000010100010110000100001000010000110"	"1010101010110111101111101011111011101110"	"1100010101001001000001000001010110000000"	"1"	"2"	"3"	"1"	"1"	"1"	"4"	"3"	"4"	"3"	"2"	"2"	"2"	"1"	"2"	"3"	"3"	"2"	"3"	"4"	"1"	"4"	"1"	"4"	"4"	"1"	"4"	"2"	"4"	"3"	"1"	"2"	"3"	"4"	"3"	"3"	"1"	"2"	"2"	"4"	"1"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"325"	"135"	"90"	"105"	"165"	"1231114343222123323414144142431234331224"	"1.16875"	101	39	101	3	3	139	6	7	6	46	150			148	191	32	93	30	45	55	4	634		2022-05-05 11:04:41	T	F	16	16	2	1	1.04	43
459			"base"	"interview"	2022-05-05 11:12:31	165	2	277	2	1																																																																																	1	6425	1	3148	1	2346	1	3069	1	7361	2	5215	2	4852	1	2223	2	1704	1	3353	1	1923	1	1090	2	1712	2	1451	2	2342	1	1909	1	3340	1	2321	2	1483	1	1971	1	2185	2	1869	1	5018	2	1717	2	1491	2	2616	2	2424	1	2478	2	2915	2	2587	1	4253	1	5565	1	1976	2	2422	2	2866	2	2154	2	2303	1	2370	1	1701	1	2748	2	10	1	-9	1	T	6	9	9	1		"60e776d4755690542f486a2f"	"62568ea59b5810abee6bd150"	"627394d97cf361873fee01a0"	"0111111100001111010111011101101010111111"	"0000101001001000000000000101110100110001"	"0111111100001000110110111111101111011111"	"0101001010000000010000011100010010110000"	"3"	"4"	"1"	"4"	"2"	"2"	"1"	"2"	"4"	"4"	"1"	"1"	"1"	"4"	"3"	"3"	"2"	"1"	"2"	"4"	"4"	"4"	"1"	"3"	"3"	"3"	"2"	"2"	"1"	"2"	"2"	"4"	"3"	"4"	"1"	"3"	"2"	"3"	"1"	"3"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"1"	"0"	"1"	"0"	"1"	"1"	"1"	"1"	"0"	"1"	"345"	"180"	"75"	"90"	"150"	"3414221244111433212444133322122434132313"	"1.18375"	45	53	17	36	2	32	90	60	15	34	13			169	134	22	29	46	73	76	3	721		2022-05-05 11:25:48	T	F	16	16	4	2	0.8	1
